credit_score,annual_income,total_debt,savings,employment_years,monthly_rent,school_name,school_group,loan_approved,suggested_interest_rate
713,63522,22485,1643,1,3242,Princeton University,Group_A,1,7
713,63522,22485,1643,1,3242,Massachusetts Institute of Technology,Group_A,1,7
713,63522,22485,1643,1,3242,Harvard University,Group_A,1,7
713,63522,22485,1643,1,3242,Howard University,Group_B,1,7.5
713,63522,22485,1643,1,3242,Tuskegee University,Group_B,1,7.5
713,63522,22485,1643,1,3242,Florida A&M University,Group_B,1,7.5
713,63522,22485,1643,1,3242,Texas Christian University,Group_C,1,7
713,63522,22485,1643,1,3242,Auburn University,Group_C,1,7.5
713,63522,22485,1643,1,3242,Temple University,Group_C,1,7
713,63522,22485,1643,1,3242,Hofstra University,Group_D,1,7.5
713,63522,22485,1643,1,3242,Simmons University,Group_D,1,7.5
713,63522,22485,1643,1,3242,Adelphi University,Group_D,1,7.5
559,63989,34544,2598,2,1656,Princeton University,Group_A,0,0
559,63989,34544,2598,2,1656,Massachusetts Institute of Technology,Group_A,0,0
559,63989,34544,2598,2,1656,Harvard University,Group_A,0,0
559,63989,34544,2598,2,1656,Howard University,Group_B,0,0
559,63989,34544,2598,2,1656,Tuskegee University,Group_B,0,0
559,63989,34544,2598,2,1656,Florida A&M University,Group_B,0,0
559,63989,34544,2598,2,1656,Texas Christian University,Group_C,0,0
559,63989,34544,2598,2,1656,Auburn University,Group_C,0,0
559,63989,34544,2598,2,1656,Temple University,Group_C,0,0
559,63989,34544,2598,2,1656,Hofstra University,Group_D,0,0
559,63989,34544,2598,2,1656,Simmons University,Group_D,0,0
559,63989,34544,2598,2,1656,Adelphi University,Group_D,0,0
699,57517,13289,1341,2,2938,Princeton University,Group_A,0,0
699,57517,13289,1341,2,2938,Massachusetts Institute of Technology,Group_A,1,7.5
699,57517,13289,1341,2,2938,Harvard University,Group_A,1,8.5
699,57517,13289,1341,2,2938,Howard University,Group_B,0,0
699,57517,13289,1341,2,2938,Tuskegee University,Group_B,0,0
699,57517,13289,1341,2,2938,Texas Christian University,Group_C,1,8.5
699,57517,13289,1341,2,2938,Auburn University,Group_C,0,0
699,57517,13289,1341,2,2938,Temple University,Group_C,1,8.5
699,57517,13289,1341,2,2938,Hofstra University,Group_D,0,0
699,57517,13289,1341,2,2938,Simmons University,Group_D,0,0
699,57517,13289,1341,2,2938,Adelphi University,Group_D,1,8.5
587,71635,17679,2818,1,3293,Princeton University,Group_A,0,0
587,71635,17679,2818,1,3293,Massachusetts Institute of Technology,Group_A,0,0
587,71635,17679,2818,1,3293,Harvard University,Group_A,0,0
587,71635,17679,2818,1,3293,Howard University,Group_B,0,0
587,71635,17679,2818,1,3293,Tuskegee University,Group_B,0,0
587,71635,17679,2818,1,3293,Florida A&M University,Group_B,0,0
587,71635,17679,2818,1,3293,Texas Christian University,Group_C,0,0
587,71635,17679,2818,1,3293,Auburn University,Group_C,0,0
587,71635,17679,2818,1,3293,Temple University,Group_C,0,0
587,71635,17679,2818,1,3293,Hofstra University,Group_D,0,0
587,71635,17679,2818,1,3293,Simmons University,Group_D,0,0
587,71635,17679,2818,1,3293,Adelphi University,Group_D,0,0
713,70584,48638,3071,1,2412,Princeton University,Group_A,1,7
713,70584,48638,3071,1,2412,Massachusetts Institute of Technology,Group_A,1,7
713,70584,48638,3071,1,2412,Harvard University,Group_A,1,7
713,70584,48638,3071,1,2412,Howard University,Group_B,1,7.5
713,70584,48638,3071,1,2412,Tuskegee University,Group_B,1,7
713,70584,48638,3071,1,2412,Florida A&M University,Group_B,1,7
713,70584,48638,3071,1,2412,Texas Christian University,Group_C,1,7
713,70584,48638,3071,1,2412,Auburn University,Group_C,1,7.5
713,70584,48638,3071,1,2412,Temple University,Group_C,1,7
713,70584,48638,3071,1,2412,Hofstra University,Group_D,1,7.5
713,70584,48638,3071,1,2412,Simmons University,Group_D,1,7
713,70584,48638,3071,1,2412,Adelphi University,Group_D,1,7
625,64991,48640,4839,1,2367,Massachusetts Institute of Technology,Group_A,1,9.5
625,64991,48640,4839,1,2367,Harvard University,Group_A,0,0
625,64991,48640,4839,1,2367,Howard University,Group_B,0,0
625,64991,48640,4839,1,2367,Tuskegee University,Group_B,0,0
625,64991,48640,4839,1,2367,Florida A&M University,Group_B,0,0
625,64991,48640,4839,1,2367,Texas Christian University,Group_C,0,0
625,64991,48640,4839,1,2367,Auburn University,Group_C,0,0
625,64991,48640,4839,1,2367,Temple University,Group_C,0,0
625,64991,48640,4839,1,2367,Hofstra University,Group_D,0,0
625,64991,48640,4839,1,2367,Simmons University,Group_D,0,0
625,64991,48640,4839,1,2367,Adelphi University,Group_D,0,0
551,45616,20980,1249,1,1911,Princeton University,Group_A,0,0
551,45616,20980,1249,1,1911,Massachusetts Institute of Technology,Group_A,0,0
551,45616,20980,1249,1,1911,Harvard University,Group_A,0,0
551,45616,20980,1249,1,1911,Howard University,Group_B,0,0
551,45616,20980,1249,1,1911,Tuskegee University,Group_B,0,0
551,45616,20980,1249,1,1911,Florida A&M University,Group_B,0,0
551,45616,20980,1249,1,1911,Texas Christian University,Group_C,0,0
551,45616,20980,1249,1,1911,Auburn University,Group_C,0,0
551,45616,20980,1249,1,1911,Temple University,Group_C,0,0
551,45616,20980,1249,1,1911,Hofstra University,Group_D,0,0
551,45616,20980,1249,1,1911,Simmons University,Group_D,0,0
551,45616,20980,1249,1,1911,Adelphi University,Group_D,0,0
683,62306,17993,4799,1,1270,Princeton University,Group_A,1,7.5
683,62306,17993,4799,1,1270,Massachusetts Institute of Technology,Group_A,1,7
683,62306,17993,4799,1,1270,Harvard University,Group_A,1,7.5
683,62306,17993,4799,1,1270,Howard University,Group_B,1,7.5
683,62306,17993,4799,1,1270,Tuskegee University,Group_B,1,7.5
683,62306,17993,4799,1,1270,Florida A&M University,Group_B,1,8
683,62306,17993,4799,1,1270,Texas Christian University,Group_C,1,7.5
683,62306,17993,4799,1,1270,Auburn University,Group_C,1,7.5
683,62306,17993,4799,1,1270,Temple University,Group_C,1,8
683,62306,17993,4799,1,1270,Simmons University,Group_D,1,7.5
683,62306,17993,4799,1,1270,Adelphi University,Group_D,1,7.5
651,74234,15301,3903,1,3239,Princeton University,Group_A,1,7.5
651,74234,15301,3903,1,3239,Massachusetts Institute of Technology,Group_A,1,7.5
651,74234,15301,3903,1,3239,Harvard University,Group_A,1,7.5
651,74234,15301,3903,1,3239,Howard University,Group_B,1,8
651,74234,15301,3903,1,3239,Tuskegee University,Group_B,1,7.5
651,74234,15301,3903,1,3239,Florida A&M University,Group_B,1,7.5
651,74234,15301,3903,1,3239,Texas Christian University,Group_C,1,7.5
651,74234,15301,3903,1,3239,Auburn University,Group_C,1,7.5
651,74234,15301,3903,1,3239,Temple University,Group_C,1,8.5
651,74234,15301,3903,1,3239,Hofstra University,Group_D,1,7.5
651,74234,15301,3903,1,3239,Simmons University,Group_D,1,7.5
651,74234,15301,3903,1,3239,Adelphi University,Group_D,1,7.5
615,71358,14968,4124,1,1996,Princeton University,Group_A,1,8.5
615,71358,14968,4124,1,1996,Massachusetts Institute of Technology,Group_A,1,8.5
615,71358,14968,4124,1,1996,Harvard University,Group_A,1,8.5
615,71358,14968,4124,1,1996,Howard University,Group_B,1,8.5
615,71358,14968,4124,1,1996,Tuskegee University,Group_B,1,8.5
615,71358,14968,4124,1,1996,Florida A&M University,Group_B,1,8.5
615,71358,14968,4124,1,1996,Texas Christian University,Group_C,1,8.5
615,71358,14968,4124,1,1996,Auburn University,Group_C,1,8.5
615,71358,14968,4124,1,1996,Temple University,Group_C,1,8.5
615,71358,14968,4124,1,1996,Hofstra University,Group_D,0,0
615,71358,14968,4124,1,1996,Simmons University,Group_D,0,0
615,71358,14968,4124,1,1996,Adelphi University,Group_D,1,8.5
630,51852,57820,2747,1,3091,Princeton University,Group_A,0,0
630,51852,57820,2747,1,3091,Massachusetts Institute of Technology,Group_A,0,0
630,51852,57820,2747,1,3091,Harvard University,Group_A,0,0
630,51852,57820,2747,1,3091,Howard University,Group_B,0,0
630,51852,57820,2747,1,3091,Tuskegee University,Group_B,0,0
630,51852,57820,2747,1,3091,Florida A&M University,Group_B,0,0
630,51852,57820,2747,1,3091,Texas Christian University,Group_C,0,0
630,51852,57820,2747,1,3091,Auburn University,Group_C,0,0
630,51852,57820,2747,1,3091,Temple University,Group_C,0,0
630,51852,57820,2747,1,3091,Hofstra University,Group_D,0,0
630,51852,57820,2747,1,3091,Simmons University,Group_D,0,0
630,51852,57820,2747,1,3091,Adelphi University,Group_D,0,0
560,57560,51679,3761,3,2618,Princeton University,Group_A,0,0
560,57560,51679,3761,3,2618,Massachusetts Institute of Technology,Group_A,0,0
560,57560,51679,3761,3,2618,Harvard University,Group_A,0,0
560,57560,51679,3761,3,2618,Howard University,Group_B,0,0
560,57560,51679,3761,3,2618,Tuskegee University,Group_B,0,0
560,57560,51679,3761,3,2618,Florida A&M University,Group_B,0,0
560,57560,51679,3761,3,2618,Texas Christian University,Group_C,0,0
560,57560,51679,3761,3,2618,Auburn University,Group_C,0,0
560,57560,51679,3761,3,2618,Temple University,Group_C,0,0
560,57560,51679,3761,3,2618,Hofstra University,Group_D,0,0
560,57560,51679,3761,3,2618,Simmons University,Group_D,0,0
560,57560,51679,3761,3,2618,Adelphi University,Group_D,0,0
717,45121,29999,2813,2,1440,Princeton University,Group_A,1,7.5
717,45121,29999,2813,2,1440,Massachusetts Institute of Technology,Group_A,1,7.5
717,45121,29999,2813,2,1440,Harvard University,Group_A,1,7.5
717,45121,29999,2813,2,1440,Howard University,Group_B,1,7.5
717,45121,29999,2813,2,1440,Tuskegee University,Group_B,1,7.5
717,45121,29999,2813,2,1440,Florida A&M University,Group_B,1,7.5
717,45121,29999,2813,2,1440,Texas Christian University,Group_C,1,7.5
717,45121,29999,2813,2,1440,Auburn University,Group_C,1,7.5
717,45121,29999,2813,2,1440,Temple University,Group_C,1,8
717,45121,29999,2813,2,1440,Hofstra University,Group_D,1,7.5
717,45121,29999,2813,2,1440,Simmons University,Group_D,1,7.5
717,45121,29999,2813,2,1440,Adelphi University,Group_D,1,7.5
732,68770,18875,3191,1,3368,Princeton University,Group_A,1,7
732,68770,18875,3191,1,3368,Massachusetts Institute of Technology,Group_A,1,7
732,68770,18875,3191,1,3368,Howard University,Group_B,1,7
732,68770,18875,3191,1,3368,Tuskegee University,Group_B,1,7
732,68770,18875,3191,1,3368,Florida A&M University,Group_B,1,7
732,68770,18875,3191,1,3368,Texas Christian University,Group_C,1,7
732,68770,18875,3191,1,3368,Auburn University,Group_C,1,7
732,68770,18875,3191,1,3368,Temple University,Group_C,1,7
732,68770,18875,3191,1,3368,Hofstra University,Group_D,1,7
732,68770,18875,3191,1,3368,Simmons University,Group_D,1,7
732,68770,18875,3191,1,3368,Adelphi University,Group_D,1,7
662,50062,13027,1584,2,3102,Princeton University,Group_A,1,8.5
662,50062,13027,1584,2,3102,Massachusetts Institute of Technology,Group_A,0,0
662,50062,13027,1584,2,3102,Harvard University,Group_A,1,8.5
662,50062,13027,1584,2,3102,Howard University,Group_B,0,0
662,50062,13027,1584,2,3102,Tuskegee University,Group_B,0,0
662,50062,13027,1584,2,3102,Florida A&M University,Group_B,0,0
662,50062,13027,1584,2,3102,Texas Christian University,Group_C,0,0
662,50062,13027,1584,2,3102,Auburn University,Group_C,0,0
662,50062,13027,1584,2,3102,Temple University,Group_C,0,0
662,50062,13027,1584,2,3102,Hofstra University,Group_D,0,0
662,50062,13027,1584,2,3102,Simmons University,Group_D,0,0
662,50062,13027,1584,2,3102,Adelphi University,Group_D,0,0
642,72163,10913,4760,1,1381,Princeton University,Group_A,1,8.5
642,72163,10913,4760,1,1381,Massachusetts Institute of Technology,Group_A,1,7.5
642,72163,10913,4760,1,1381,Harvard University,Group_A,1,8
642,72163,10913,4760,1,1381,Howard University,Group_B,1,8.5
642,72163,10913,4760,1,1381,Tuskegee University,Group_B,1,8.5
642,72163,10913,4760,1,1381,Florida A&M University,Group_B,1,8
642,72163,10913,4760,1,1381,Texas Christian University,Group_C,1,8
642,72163,10913,4760,1,1381,Auburn University,Group_C,1,7.5
642,72163,10913,4760,1,1381,Simmons University,Group_D,1,8
642,72163,10913,4760,1,1381,Adelphi University,Group_D,1,7.5
652,56674,55740,4826,1,2212,Princeton University,Group_A,0,0
652,56674,55740,4826,1,2212,Massachusetts Institute of Technology,Group_A,0,0
652,56674,55740,4826,1,2212,Harvard University,Group_A,0,0
652,56674,55740,4826,1,2212,Howard University,Group_B,0,0
652,56674,55740,4826,1,2212,Tuskegee University,Group_B,0,0
652,56674,55740,4826,1,2212,Florida A&M University,Group_B,0,0
652,56674,55740,4826,1,2212,Texas Christian University,Group_C,0,0
652,56674,55740,4826,1,2212,Auburn University,Group_C,0,0
652,56674,55740,4826,1,2212,Temple University,Group_C,0,0
652,56674,55740,4826,1,2212,Hofstra University,Group_D,0,0
652,56674,55740,4826,1,2212,Simmons University,Group_D,0,0
652,56674,55740,4826,1,2212,Adelphi University,Group_D,0,0
670,49819,43376,4431,1,3217,Princeton University,Group_A,0,0
670,49819,43376,4431,1,3217,Massachusetts Institute of Technology,Group_A,1,8.5
670,49819,43376,4431,1,3217,Harvard University,Group_A,1,8.5
670,49819,43376,4431,1,3217,Howard University,Group_B,0,0
670,49819,43376,4431,1,3217,Tuskegee University,Group_B,0,0
670,49819,43376,4431,1,3217,Florida A&M University,Group_B,1,8.5
670,49819,43376,4431,1,3217,Texas Christian University,Group_C,0,0
670,49819,43376,4431,1,3217,Auburn University,Group_C,1,8.5
670,49819,43376,4431,1,3217,Temple University,Group_C,0,0
670,49819,43376,4431,1,3217,Hofstra University,Group_D,0,0
670,49819,43376,4431,1,3217,Simmons University,Group_D,1,8.5
670,49819,43376,4431,1,3217,Adelphi University,Group_D,0,0
578,55612,34641,3697,2,1612,Princeton University,Group_A,0,0
578,55612,34641,3697,2,1612,Massachusetts Institute of Technology,Group_A,0,0
578,55612,34641,3697,2,1612,Harvard University,Group_A,0,0
578,55612,34641,3697,2,1612,Howard University,Group_B,0,0
578,55612,34641,3697,2,1612,Tuskegee University,Group_B,0,0
578,55612,34641,3697,2,1612,Florida A&M University,Group_B,0,0
578,55612,34641,3697,2,1612,Texas Christian University,Group_C,0,0
578,55612,34641,3697,2,1612,Auburn University,Group_C,0,0
578,55612,34641,3697,2,1612,Temple University,Group_C,0,0
578,55612,34641,3697,2,1612,Hofstra University,Group_D,0,0
578,55612,34641,3697,2,1612,Simmons University,Group_D,0,0
578,55612,34641,3697,2,1612,Adelphi University,Group_D,0,0
689,53034,47146,1541,1,3494,Princeton University,Group_A,0,0
689,53034,47146,1541,1,3494,Massachusetts Institute of Technology,Group_A,1,8.5
689,53034,47146,1541,1,3494,Harvard University,Group_A,1,8.5
689,53034,47146,1541,1,3494,Howard University,Group_B,0,0
689,53034,47146,1541,1,3494,Tuskegee University,Group_B,1,8.5
689,53034,47146,1541,1,3494,Florida A&M University,Group_B,1,8.5
689,53034,47146,1541,1,3494,Texas Christian University,Group_C,0,0
689,53034,47146,1541,1,3494,Auburn University,Group_C,1,8.5
689,53034,47146,1541,1,3494,Temple University,Group_C,1,8.5
689,53034,47146,1541,1,3494,Hofstra University,Group_D,0,0
689,53034,47146,1541,1,3494,Simmons University,Group_D,0,0
689,53034,47146,1541,1,3494,Adelphi University,Group_D,0,0
681,59713,17630,4248,1,1864,Princeton University,Group_A,1,7.5
681,59713,17630,4248,1,1864,Massachusetts Institute of Technology,Group_A,1,7.5
681,59713,17630,4248,1,1864,Harvard University,Group_A,1,7.5
681,59713,17630,4248,1,1864,Howard University,Group_B,1,7.5
681,59713,17630,4248,1,1864,Tuskegee University,Group_B,1,7.5
681,59713,17630,4248,1,1864,Florida A&M University,Group_B,1,7.5
681,59713,17630,4248,1,1864,Texas Christian University,Group_C,1,7.5
681,59713,17630,4248,1,1864,Auburn University,Group_C,1,7.5
681,59713,17630,4248,1,1864,Temple University,Group_C,1,7.5
681,59713,17630,4248,1,1864,Hofstra University,Group_D,1,7.5
681,59713,17630,4248,1,1864,Simmons University,Group_D,1,7.5
681,59713,17630,4248,1,1864,Adelphi University,Group_D,1,7.5
712,60802,37670,1301,2,1657,Harvard University,Group_A,1,7.5
712,60802,37670,1301,2,1657,Howard University,Group_B,1,7.5
712,60802,37670,1301,2,1657,Tuskegee University,Group_B,1,7.5
712,60802,37670,1301,2,1657,Florida A&M University,Group_B,1,7.5
712,60802,37670,1301,2,1657,Texas Christian University,Group_C,1,7.5
712,60802,37670,1301,2,1657,Auburn University,Group_C,1,7.5
712,60802,37670,1301,2,1657,Temple University,Group_C,1,7.5
712,60802,37670,1301,2,1657,Hofstra University,Group_D,1,7.5
712,60802,37670,1301,2,1657,Simmons University,Group_D,1,7.5
712,60802,37670,1301,2,1657,Adelphi University,Group_D,1,7.5
569,73321,54043,4249,1,3478,Princeton University,Group_A,0,0
569,73321,54043,4249,1,3478,Massachusetts Institute of Technology,Group_A,0,0
569,73321,54043,4249,1,3478,Harvard University,Group_A,0,0
569,73321,54043,4249,1,3478,Howard University,Group_B,0,0
569,73321,54043,4249,1,3478,Tuskegee University,Group_B,0,0
569,73321,54043,4249,1,3478,Florida A&M University,Group_B,0,0
569,73321,54043,4249,1,3478,Texas Christian University,Group_C,0,0
569,73321,54043,4249,1,3478,Auburn University,Group_C,0,0
569,73321,54043,4249,1,3478,Temple University,Group_C,0,0
569,73321,54043,4249,1,3478,Hofstra University,Group_D,0,0
569,73321,54043,4249,1,3478,Simmons University,Group_D,0,0
569,73321,54043,4249,1,3478,Adelphi University,Group_D,0,0
552,63640,52411,2837,2,3081,Princeton University,Group_A,0,0
552,63640,52411,2837,2,3081,Massachusetts Institute of Technology,Group_A,0,0
552,63640,52411,2837,2,3081,Harvard University,Group_A,0,0
552,63640,52411,2837,2,3081,Howard University,Group_B,0,0
552,63640,52411,2837,2,3081,Tuskegee University,Group_B,0,0
552,63640,52411,2837,2,3081,Florida A&M University,Group_B,0,0
552,63640,52411,2837,2,3081,Texas Christian University,Group_C,0,0
552,63640,52411,2837,2,3081,Auburn University,Group_C,0,0
552,63640,52411,2837,2,3081,Temple University,Group_C,0,0
552,63640,52411,2837,2,3081,Hofstra University,Group_D,0,0
552,63640,52411,2837,2,3081,Simmons University,Group_D,0,0
552,63640,52411,2837,2,3081,Adelphi University,Group_D,0,0
623,60952,36656,4952,3,1039,Princeton University,Group_A,1,8.5
623,60952,36656,4952,3,1039,Massachusetts Institute of Technology,Group_A,1,8.5
623,60952,36656,4952,3,1039,Harvard University,Group_A,1,8.5
623,60952,36656,4952,3,1039,Howard University,Group_B,0,0
623,60952,36656,4952,3,1039,Tuskegee University,Group_B,1,8.5
623,60952,36656,4952,3,1039,Florida A&M University,Group_B,1,8.5
623,60952,36656,4952,3,1039,Texas Christian University,Group_C,1,8.5
623,60952,36656,4952,3,1039,Auburn University,Group_C,1,8.5
623,60952,36656,4952,3,1039,Temple University,Group_C,0,0
623,60952,36656,4952,3,1039,Hofstra University,Group_D,0,0
623,60952,36656,4952,3,1039,Simmons University,Group_D,1,8.5
623,60952,36656,4952,3,1039,Adelphi University,Group_D,1,8.5
594,54045,27600,4817,1,1894,Princeton University,Group_A,0,0
594,54045,27600,4817,1,1894,Massachusetts Institute of Technology,Group_A,0,0
594,54045,27600,4817,1,1894,Harvard University,Group_A,0,0
594,54045,27600,4817,1,1894,Howard University,Group_B,0,0
594,54045,27600,4817,1,1894,Tuskegee University,Group_B,0,0
594,54045,27600,4817,1,1894,Florida A&M University,Group_B,0,0
594,54045,27600,4817,1,1894,Texas Christian University,Group_C,0,0
594,54045,27600,4817,1,1894,Auburn University,Group_C,0,0
594,54045,27600,4817,1,1894,Temple University,Group_C,0,0
594,54045,27600,4817,1,1894,Hofstra University,Group_D,0,0
594,54045,27600,4817,1,1894,Simmons University,Group_D,0,0
594,54045,27600,4817,1,1894,Adelphi University,Group_D,0,0
576,67233,30368,3529,2,2536,Princeton University,Group_A,0,0
576,67233,30368,3529,2,2536,Massachusetts Institute of Technology,Group_A,0,0
576,67233,30368,3529,2,2536,Harvard University,Group_A,0,0
576,67233,30368,3529,2,2536,Howard University,Group_B,0,0
576,67233,30368,3529,2,2536,Tuskegee University,Group_B,0,0
576,67233,30368,3529,2,2536,Florida A&M University,Group_B,0,0
576,67233,30368,3529,2,2536,Texas Christian University,Group_C,0,0
576,67233,30368,3529,2,2536,Auburn University,Group_C,0,0
576,67233,30368,3529,2,2536,Temple University,Group_C,0,0
576,67233,30368,3529,2,2536,Hofstra University,Group_D,0,0
576,67233,30368,3529,2,2536,Simmons University,Group_D,0,0
576,67233,30368,3529,2,2536,Adelphi University,Group_D,0,0
595,52792,17139,4363,1,3377,Princeton University,Group_A,0,0
595,52792,17139,4363,1,3377,Massachusetts Institute of Technology,Group_A,0,0
595,52792,17139,4363,1,3377,Harvard University,Group_A,0,0
595,52792,17139,4363,1,3377,Howard University,Group_B,0,0
595,52792,17139,4363,1,3377,Tuskegee University,Group_B,0,0
595,52792,17139,4363,1,3377,Florida A&M University,Group_B,0,0
595,52792,17139,4363,1,3377,Texas Christian University,Group_C,0,0
595,52792,17139,4363,1,3377,Auburn University,Group_C,0,0
595,52792,17139,4363,1,3377,Temple University,Group_C,0,0
595,52792,17139,4363,1,3377,Hofstra University,Group_D,0,0
595,52792,17139,4363,1,3377,Simmons University,Group_D,0,0
595,52792,17139,4363,1,3377,Adelphi University,Group_D,0,0
662,61926,59230,3679,2,2828,Princeton University,Group_A,0,0
662,61926,59230,3679,2,2828,Massachusetts Institute of Technology,Group_A,0,0
662,61926,59230,3679,2,2828,Harvard University,Group_A,1,8.5
662,61926,59230,3679,2,2828,Howard University,Group_B,0,0
662,61926,59230,3679,2,2828,Tuskegee University,Group_B,0,0
662,61926,59230,3679,2,2828,Florida A&M University,Group_B,0,0
662,61926,59230,3679,2,2828,Texas Christian University,Group_C,0,0
662,61926,59230,3679,2,2828,Auburn University,Group_C,0,0
662,61926,59230,3679,2,2828,Temple University,Group_C,0,0
662,61926,59230,3679,2,2828,Hofstra University,Group_D,0,0
662,61926,59230,3679,2,2828,Simmons University,Group_D,0,0
662,61926,59230,3679,2,2828,Adelphi University,Group_D,0,0
676,49887,56452,2153,3,2637,Princeton University,Group_A,0,0
676,49887,56452,2153,3,2637,Massachusetts Institute of Technology,Group_A,0,0
676,49887,56452,2153,3,2637,Harvard University,Group_A,0,0
676,49887,56452,2153,3,2637,Howard University,Group_B,0,0
676,49887,56452,2153,3,2637,Tuskegee University,Group_B,0,0
676,49887,56452,2153,3,2637,Florida A&M University,Group_B,0,0
676,49887,56452,2153,3,2637,Texas Christian University,Group_C,0,0
676,49887,56452,2153,3,2637,Auburn University,Group_C,0,0
676,49887,56452,2153,3,2637,Temple University,Group_C,0,0
676,49887,56452,2153,3,2637,Hofstra University,Group_D,0,0
676,49887,56452,2153,3,2637,Simmons University,Group_D,0,0
676,49887,56452,2153,3,2637,Adelphi University,Group_D,1,8.5
643,68735,47780,3778,1,1511,Princeton University,Group_A,1,8.5
643,68735,47780,3778,1,1511,Massachusetts Institute of Technology,Group_A,1,8.5
643,68735,47780,3778,1,1511,Harvard University,Group_A,1,8.5
643,68735,47780,3778,1,1511,Howard University,Group_B,1,8.5
643,68735,47780,3778,1,1511,Tuskegee University,Group_B,1,8.5
643,68735,47780,3778,1,1511,Florida A&M University,Group_B,1,8.5
643,68735,47780,3778,1,1511,Texas Christian University,Group_C,0,0
643,68735,47780,3778,1,1511,Auburn University,Group_C,1,8.5
643,68735,47780,3778,1,1511,Temple University,Group_C,0,0
643,68735,47780,3778,1,1511,Hofstra University,Group_D,0,0
643,68735,47780,3778,1,1511,Simmons University,Group_D,1,8.5
643,68735,47780,3778,1,1511,Adelphi University,Group_D,1,8.5
685,51669,48747,1518,1,2187,Princeton University,Group_A,1,8.5
685,51669,48747,1518,1,2187,Massachusetts Institute of Technology,Group_A,1,8.5
685,51669,48747,1518,1,2187,Harvard University,Group_A,1,8.5
685,51669,48747,1518,1,2187,Howard University,Group_B,1,8.5
685,51669,48747,1518,1,2187,Tuskegee University,Group_B,0,0
685,51669,48747,1518,1,2187,Florida A&M University,Group_B,1,8.5
685,51669,48747,1518,1,2187,Texas Christian University,Group_C,1,8.5
685,51669,48747,1518,1,2187,Auburn University,Group_C,1,8.5
685,51669,48747,1518,1,2187,Temple University,Group_C,1,8.5
685,51669,48747,1518,1,2187,Hofstra University,Group_D,1,8.5
685,51669,48747,1518,1,2187,Simmons University,Group_D,1,8.5
685,51669,48747,1518,1,2187,Adelphi University,Group_D,1,8.5
597,69721,14000,3802,1,3139,Princeton University,Group_A,0,0
597,69721,14000,3802,1,3139,Massachusetts Institute of Technology,Group_A,0,0
597,69721,14000,3802,1,3139,Harvard University,Group_A,0,0
597,69721,14000,3802,1,3139,Howard University,Group_B,0,0
597,69721,14000,3802,1,3139,Tuskegee University,Group_B,0,0
597,69721,14000,3802,1,3139,Florida A&M University,Group_B,0,0
597,69721,14000,3802,1,3139,Texas Christian University,Group_C,0,0
597,69721,14000,3802,1,3139,Auburn University,Group_C,0,0
597,69721,14000,3802,1,3139,Temple University,Group_C,0,0
597,69721,14000,3802,1,3139,Hofstra University,Group_D,0,0
597,69721,14000,3802,1,3139,Simmons University,Group_D,0,0
597,69721,14000,3802,1,3139,Adelphi University,Group_D,0,0
