credit_score,annual_income,total_debt,savings,employment_years,monthly_rent,school_name,school_group,loan_approved,suggested_interest_rate
660,51037,25118,2562,1,2778,Florida A&M University,Group_B,1,9
660,51037,25118,2562,1,2778,Texas Christian University,Group_C,1,9
660,51037,25118,2562,1,2778,Auburn University,Group_C,1,9
660,51037,25118,2562,1,2778,Temple University,Group_C,1,9
660,51037,25118,2562,1,2778,Hofstra University,Group_D,1,9
660,51037,25118,2562,1,2778,Simmons University,Group_D,1,9
660,51037,25118,2562,1,2778,Adelphi University,Group_D,1,9
694,58334,17788,4742,1,1865,Princeton University,Group_A,1,7
694,58334,17788,4742,1,1865,Massachusetts Institute of Technology,Group_A,1,7
694,58334,17788,4742,1,1865,Harvard University,Group_A,1,8
694,58334,17788,4742,1,1865,Howard University,Group_B,1,8.5
694,58334,17788,4742,1,1865,Tuskegee University,Group_B,1,8.5
694,58334,17788,4742,1,1865,Florida A&M University,Group_B,1,8.5
694,58334,17788,4742,1,1865,Texas Christian University,Group_C,1,8
694,58334,17788,4742,1,1865,Auburn University,Group_C,1,8.5
694,58334,17788,4742,1,1865,Temple University,Group_C,1,8.5
694,58334,17788,4742,1,1865,Hofstra University,Group_D,1,8.5
694,58334,17788,4742,1,1865,Simmons University,Group_D,1,8.5
694,58334,17788,4742,1,1865,Adelphi University,Group_D,1,8.5
729,48072,18646,2711,1,2164,Princeton University,Group_A,1,7
729,48072,18646,2711,1,2164,Massachusetts Institute of Technology,Group_A,1,7
729,48072,18646,2711,1,2164,Harvard University,Group_A,1,7
729,48072,18646,2711,1,2164,Howard University,Group_B,1,7
729,48072,18646,2711,1,2164,Tuskegee University,Group_B,1,8
729,48072,18646,2711,1,2164,Florida A&M University,Group_B,1,7
729,48072,18646,2711,1,2164,Texas Christian University,Group_C,1,7
729,48072,18646,2711,1,2164,Auburn University,Group_C,1,8
729,48072,18646,2711,1,2164,Temple University,Group_C,1,8.5
729,48072,18646,2711,1,2164,Hofstra University,Group_D,1,7
729,48072,18646,2711,1,2164,Simmons University,Group_D,1,7
729,48072,18646,2711,1,2164,Adelphi University,Group_D,1,7
572,71636,45717,1569,3,2868,Princeton University,Group_A,1,9.5
572,71636,45717,1569,3,2868,Massachusetts Institute of Technology,Group_A,1,9.5
572,71636,45717,1569,3,2868,Harvard University,Group_A,1,9.5
572,71636,45717,1569,3,2868,Howard University,Group_B,1,9.5
572,71636,45717,1569,3,2868,Tuskegee University,Group_B,0,0
572,71636,45717,1569,3,2868,Florida A&M University,Group_B,1,9.5
572,71636,45717,1569,3,2868,Texas Christian University,Group_C,1,9.5
572,71636,45717,1569,3,2868,Auburn University,Group_C,1,9.5
572,71636,45717,1569,3,2868,Temple University,Group_C,1,9.5
572,71636,45717,1569,3,2868,Hofstra University,Group_D,1,9.5
572,71636,45717,1569,3,2868,Simmons University,Group_D,1,9.5
572,71636,45717,1569,3,2868,Adelphi University,Group_D,1,9.5
650,65198,21382,1636,2,2413,Princeton University,Group_A,1,8.5
650,65198,21382,1636,2,2413,Massachusetts Institute of Technology,Group_A,1,8
650,65198,21382,1636,2,2413,Harvard University,Group_A,1,8.5
650,65198,21382,1636,2,2413,Howard University,Group_B,1,9
650,65198,21382,1636,2,2413,Tuskegee University,Group_B,1,9
650,65198,21382,1636,2,2413,Florida A&M University,Group_B,1,9
650,65198,21382,1636,2,2413,Texas Christian University,Group_C,1,8.5
650,65198,21382,1636,2,2413,Auburn University,Group_C,1,8.5
650,65198,21382,1636,2,2413,Temple University,Group_C,1,9
650,65198,21382,1636,2,2413,Hofstra University,Group_D,1,9
650,65198,21382,1636,2,2413,Simmons University,Group_D,1,9
650,65198,21382,1636,2,2413,Adelphi University,Group_D,1,8.5
702,71446,58345,3625,3,2309,Princeton University,Group_A,1,7
702,71446,58345,3625,3,2309,Massachusetts Institute of Technology,Group_A,1,7
702,71446,58345,3625,3,2309,Harvard University,Group_A,1,7
702,71446,58345,3625,3,2309,Howard University,Group_B,1,8
702,71446,58345,3625,3,2309,Tuskegee University,Group_B,1,8.5
702,71446,58345,3625,3,2309,Florida A&M University,Group_B,1,8
702,71446,58345,3625,3,2309,Texas Christian University,Group_C,1,8
702,71446,58345,3625,3,2309,Auburn University,Group_C,1,8
702,71446,58345,3625,3,2309,Temple University,Group_C,1,8.5
702,71446,58345,3625,3,2309,Hofstra University,Group_D,1,8
702,71446,58345,3625,3,2309,Simmons University,Group_D,1,8
702,71446,58345,3625,3,2309,Adelphi University,Group_D,1,8.5
595,46019,31100,4283,2,1668,Princeton University,Group_A,1,9.5
595,46019,31100,4283,2,1668,Massachusetts Institute of Technology,Group_A,1,9.5
595,46019,31100,4283,2,1668,Harvard University,Group_A,1,9
595,46019,31100,4283,2,1668,Howard University,Group_B,1,9.5
595,46019,31100,4283,2,1668,Tuskegee University,Group_B,0,0
595,46019,31100,4283,2,1668,Florida A&M University,Group_B,0,0
595,46019,31100,4283,2,1668,Texas Christian University,Group_C,1,9.5
595,46019,31100,4283,2,1668,Auburn University,Group_C,0,0
595,46019,31100,4283,2,1668,Temple University,Group_C,0,0
595,46019,31100,4283,2,1668,Hofstra University,Group_D,1,9.5
595,46019,31100,4283,2,1668,Simmons University,Group_D,1,9.5
595,46019,31100,4283,2,1668,Adelphi University,Group_D,1,9.5
705,46593,12926,1439,1,1433,Princeton University,Group_A,1,7
705,46593,12926,1439,1,1433,Massachusetts Institute of Technology,Group_A,1,7
705,46593,12926,1439,1,1433,Harvard University,Group_A,1,7
705,46593,12926,1439,1,1433,Howard University,Group_B,1,8
705,46593,12926,1439,1,1433,Tuskegee University,Group_B,1,8
705,46593,12926,1439,1,1433,Florida A&M University,Group_B,1,8
705,46593,12926,1439,1,1433,Texas Christian University,Group_C,1,8
705,46593,12926,1439,1,1433,Auburn University,Group_C,1,8
705,46593,12926,1439,1,1433,Temple University,Group_C,1,8
705,46593,12926,1439,1,1433,Hofstra University,Group_D,1,8
705,46593,12926,1439,1,1433,Simmons University,Group_D,1,8.5
705,46593,12926,1439,1,1433,Adelphi University,Group_D,1,8.5
676,56981,34718,1265,1,1494,Princeton University,Group_A,1,8.5
676,56981,34718,1265,1,1494,Massachusetts Institute of Technology,Group_A,1,8
676,56981,34718,1265,1,1494,Harvard University,Group_A,1,8
676,56981,34718,1265,1,1494,Howard University,Group_B,1,8.5
676,56981,34718,1265,1,1494,Tuskegee University,Group_B,1,8.5
676,56981,34718,1265,1,1494,Florida A&M University,Group_B,1,9
676,56981,34718,1265,1,1494,Texas Christian University,Group_C,1,8.5
676,56981,34718,1265,1,1494,Auburn University,Group_C,1,8.5
676,56981,34718,1265,1,1494,Temple University,Group_C,1,8.5
676,56981,34718,1265,1,1494,Hofstra University,Group_D,1,9
676,56981,34718,1265,1,1494,Simmons University,Group_D,1,9
676,56981,34718,1265,1,1494,Adelphi University,Group_D,1,9
676,60238,27344,1956,1,1641,Princeton University,Group_A,1,8
676,60238,27344,1956,1,1641,Massachusetts Institute of Technology,Group_A,1,8
676,60238,27344,1956,1,1641,Harvard University,Group_A,1,7
676,60238,27344,1956,1,1641,Howard University,Group_B,1,8.5
676,60238,27344,1956,1,1641,Tuskegee University,Group_B,1,8.5
676,60238,27344,1956,1,1641,Florida A&M University,Group_B,1,8.5
676,60238,27344,1956,1,1641,Texas Christian University,Group_C,1,8.5
676,60238,27344,1956,1,1641,Auburn University,Group_C,1,8.5
676,60238,27344,1956,1,1641,Temple University,Group_C,1,8.5
676,60238,27344,1956,1,1641,Hofstra University,Group_D,1,8.5
676,60238,27344,1956,1,1641,Simmons University,Group_D,1,8.5
676,60238,27344,1956,1,1641,Adelphi University,Group_D,1,8.5
596,56021,45485,2831,3,3137,Princeton University,Group_A,1,9.5
596,56021,45485,2831,3,3137,Massachusetts Institute of Technology,Group_A,1,9.5
596,56021,45485,2831,3,3137,Harvard University,Group_A,1,9.5
596,56021,45485,2831,3,3137,Howard University,Group_B,1,9.5
596,56021,45485,2831,3,3137,Tuskegee University,Group_B,0,0
596,56021,45485,2831,3,3137,Florida A&M University,Group_B,0,0
596,56021,45485,2831,3,3137,Texas Christian University,Group_C,1,9.5
596,56021,45485,2831,3,3137,Auburn University,Group_C,0,0
596,56021,45485,2831,3,3137,Temple University,Group_C,1,9.5
596,56021,45485,2831,3,3137,Hofstra University,Group_D,1,9.5
596,56021,45485,2831,3,3137,Simmons University,Group_D,0,0
596,56021,45485,2831,3,3137,Adelphi University,Group_D,1,9.5
681,46682,56668,2229,2,2692,Princeton University,Group_A,1,9
681,46682,56668,2229,2,2692,Massachusetts Institute of Technology,Group_A,1,8.5
681,46682,56668,2229,2,2692,Harvard University,Group_A,1,8.5
681,46682,56668,2229,2,2692,Howard University,Group_B,1,9
681,46682,56668,2229,2,2692,Tuskegee University,Group_B,1,9.5
681,46682,56668,2229,2,2692,Florida A&M University,Group_B,1,9
681,46682,56668,2229,2,2692,Texas Christian University,Group_C,1,9
681,46682,56668,2229,2,2692,Auburn University,Group_C,1,9.5
681,46682,56668,2229,2,2692,Temple University,Group_C,1,9.5
681,46682,56668,2229,2,2692,Hofstra University,Group_D,1,9.5
681,46682,56668,2229,2,2692,Simmons University,Group_D,1,9.5
681,46682,56668,2229,2,2692,Adelphi University,Group_D,1,9
649,59621,45524,3429,2,2198,Princeton University,Group_A,1,8.5
649,59621,45524,3429,2,2198,Massachusetts Institute of Technology,Group_A,1,9
649,59621,45524,3429,2,2198,Harvard University,Group_A,1,8.5
649,59621,45524,3429,2,2198,Howard University,Group_B,1,9
649,59621,45524,3429,2,2198,Tuskegee University,Group_B,1,9
649,59621,45524,3429,2,2198,Florida A&M University,Group_B,1,9
649,59621,45524,3429,2,2198,Texas Christian University,Group_C,1,9
649,59621,45524,3429,2,2198,Auburn University,Group_C,1,9.5
649,59621,45524,3429,2,2198,Temple University,Group_C,1,9.5
649,59621,45524,3429,2,2198,Hofstra University,Group_D,1,9.5
649,59621,45524,3429,2,2198,Simmons University,Group_D,1,9
649,59621,45524,3429,2,2198,Adelphi University,Group_D,1,9
626,65561,51035,4626,1,2130,Princeton University,Group_A,1,9.5
626,65561,51035,4626,1,2130,Massachusetts Institute of Technology,Group_A,1,8.5
626,65561,51035,4626,1,2130,Harvard University,Group_A,1,9
626,65561,51035,4626,1,2130,Howard University,Group_B,1,9.5
626,65561,51035,4626,1,2130,Tuskegee University,Group_B,1,9.5
626,65561,51035,4626,1,2130,Florida A&M University,Group_B,1,9.5
626,65561,51035,4626,1,2130,Texas Christian University,Group_C,1,9
626,65561,51035,4626,1,2130,Auburn University,Group_C,1,9.5
626,65561,51035,4626,1,2130,Temple University,Group_C,1,9.5
626,65561,51035,4626,1,2130,Hofstra University,Group_D,1,9.5
626,65561,51035,4626,1,2130,Simmons University,Group_D,1,9.5
626,65561,51035,4626,1,2130,Adelphi University,Group_D,1,9.5
651,53254,56780,4480,3,3371,Princeton University,Group_A,1,8.5
651,53254,56780,4480,3,3371,Massachusetts Institute of Technology,Group_A,1,8.5
651,53254,56780,4480,3,3371,Harvard University,Group_A,1,8.5
651,53254,56780,4480,3,3371,Howard University,Group_B,1,9
651,53254,56780,4480,3,3371,Tuskegee University,Group_B,1,9
651,53254,56780,4480,3,3371,Florida A&M University,Group_B,1,9
651,53254,56780,4480,3,3371,Texas Christian University,Group_C,1,9
651,53254,56780,4480,3,3371,Auburn University,Group_C,1,9
651,53254,56780,4480,3,3371,Temple University,Group_C,1,9.5
651,53254,56780,4480,3,3371,Hofstra University,Group_D,1,9
651,53254,56780,4480,3,3371,Simmons University,Group_D,1,9.5
651,53254,56780,4480,3,3371,Adelphi University,Group_D,1,9
587,57219,34562,1700,2,2781,Princeton University,Group_A,1,9.5
587,57219,34562,1700,2,2781,Massachusetts Institute of Technology,Group_A,1,9.5
587,57219,34562,1700,2,2781,Harvard University,Group_A,1,9.5
587,57219,34562,1700,2,2781,Howard University,Group_B,1,10
587,57219,34562,1700,2,2781,Tuskegee University,Group_B,1,9.5
587,57219,34562,1700,2,2781,Florida A&M University,Group_B,1,9.5
587,57219,34562,1700,2,2781,Texas Christian University,Group_C,0,0
587,57219,34562,1700,2,2781,Auburn University,Group_C,1,9.5
587,57219,34562,1700,2,2781,Temple University,Group_C,1,9.5
587,57219,34562,1700,2,2781,Hofstra University,Group_D,0,0
587,57219,34562,1700,2,2781,Simmons University,Group_D,1,10
587,57219,34562,1700,2,2781,Adelphi University,Group_D,1,10.5
569,61262,18548,3022,3,2114,Princeton University,Group_A,1,9.5
569,61262,18548,3022,3,2114,Massachusetts Institute of Technology,Group_A,1,9.5
569,61262,18548,3022,3,2114,Harvard University,Group_A,1,9.5
569,61262,18548,3022,3,2114,Howard University,Group_B,0,0
569,61262,18548,3022,3,2114,Tuskegee University,Group_B,1,10.5
569,61262,18548,3022,3,2114,Florida A&M University,Group_B,0,0
569,61262,18548,3022,3,2114,Texas Christian University,Group_C,1,10.5
569,61262,18548,3022,3,2114,Auburn University,Group_C,0,0
569,61262,18548,3022,3,2114,Temple University,Group_C,1,9.5
569,61262,18548,3022,3,2114,Hofstra University,Group_D,1,9.5
569,61262,18548,3022,3,2114,Simmons University,Group_D,0,0
569,61262,18548,3022,3,2114,Adelphi University,Group_D,1,10.5
643,62944,19373,4663,2,1483,Princeton University,Group_A,1,8.5
643,62944,19373,4663,2,1483,Massachusetts Institute of Technology,Group_A,1,8.5
643,62944,19373,4663,2,1483,Harvard University,Group_A,1,8.5
643,62944,19373,4663,2,1483,Howard University,Group_B,1,9
643,62944,19373,4663,2,1483,Tuskegee University,Group_B,1,8.5
643,62944,19373,4663,2,1483,Florida A&M University,Group_B,1,9
643,62944,19373,4663,2,1483,Texas Christian University,Group_C,1,8.5
643,62944,19373,4663,2,1483,Auburn University,Group_C,1,9
643,62944,19373,4663,2,1483,Temple University,Group_C,1,8.5
643,62944,19373,4663,2,1483,Hofstra University,Group_D,1,9
643,62944,19373,4663,2,1483,Simmons University,Group_D,1,9
643,62944,19373,4663,2,1483,Adelphi University,Group_D,1,8.5
552,52293,19836,4351,1,1139,Princeton University,Group_A,0,0
552,52293,19836,4351,1,1139,Massachusetts Institute of Technology,Group_A,1,9.5
552,52293,19836,4351,1,1139,Harvard University,Group_A,1,10
552,52293,19836,4351,1,1139,Howard University,Group_B,1,10
552,52293,19836,4351,1,1139,Tuskegee University,Group_B,0,0
552,52293,19836,4351,1,1139,Florida A&M University,Group_B,1,10.5
552,52293,19836,4351,1,1139,Texas Christian University,Group_C,1,10.5
552,52293,19836,4351,1,1139,Auburn University,Group_C,1,10.5
552,52293,19836,4351,1,1139,Temple University,Group_C,1,10.5
552,52293,19836,4351,1,1139,Hofstra University,Group_D,1,10.5
552,52293,19836,4351,1,1139,Simmons University,Group_D,1,10.5
552,52293,19836,4351,1,1139,Adelphi University,Group_D,1,10.5
643,73429,14800,4623,1,2529,Princeton University,Group_A,1,8.5
643,73429,14800,4623,1,2529,Massachusetts Institute of Technology,Group_A,1,8.5
643,73429,14800,4623,1,2529,Harvard University,Group_A,1,8.5
643,73429,14800,4623,1,2529,Howard University,Group_B,1,9
643,73429,14800,4623,1,2529,Tuskegee University,Group_B,1,9
643,73429,14800,4623,1,2529,Florida A&M University,Group_B,1,9
643,73429,14800,4623,1,2529,Texas Christian University,Group_C,1,8.5
643,73429,14800,4623,1,2529,Auburn University,Group_C,1,8.5
643,73429,14800,4623,1,2529,Temple University,Group_C,1,9
643,73429,14800,4623,1,2529,Hofstra University,Group_D,1,9
643,73429,14800,4623,1,2529,Simmons University,Group_D,1,9
643,73429,14800,4623,1,2529,Adelphi University,Group_D,1,8.5
742,66261,46079,4257,2,2834,Princeton University,Group_A,1,7
742,66261,46079,4257,2,2834,Massachusetts Institute of Technology,Group_A,1,7
742,66261,46079,4257,2,2834,Harvard University,Group_A,1,7
742,66261,46079,4257,2,2834,Howard University,Group_B,1,8
742,66261,46079,4257,2,2834,Tuskegee University,Group_B,1,7
742,66261,46079,4257,2,2834,Florida A&M University,Group_B,1,8
742,66261,46079,4257,2,2834,Texas Christian University,Group_C,1,7
742,66261,46079,4257,2,2834,Auburn University,Group_C,1,7
742,66261,46079,4257,2,2834,Temple University,Group_C,1,7
742,66261,46079,4257,2,2834,Hofstra University,Group_D,1,7
742,66261,46079,4257,2,2834,Simmons University,Group_D,1,8
742,66261,46079,4257,2,2834,Adelphi University,Group_D,1,8
591,46082,26476,3597,1,1054,Princeton University,Group_A,1,9.5
591,46082,26476,3597,1,1054,Massachusetts Institute of Technology,Group_A,1,9.5
591,46082,26476,3597,1,1054,Harvard University,Group_A,1,9.5
591,46082,26476,3597,1,1054,Howard University,Group_B,1,9.5
591,46082,26476,3597,1,1054,Tuskegee University,Group_B,0,0
591,46082,26476,3597,1,1054,Florida A&M University,Group_B,1,10.5
591,46082,26476,3597,1,1054,Texas Christian University,Group_C,0,0
591,46082,26476,3597,1,1054,Auburn University,Group_C,1,9.5
591,46082,26476,3597,1,1054,Temple University,Group_C,1,9.5
591,46082,26476,3597,1,1054,Hofstra University,Group_D,1,10
591,46082,26476,3597,1,1054,Simmons University,Group_D,1,10.5
591,46082,26476,3597,1,1054,Adelphi University,Group_D,1,9.5
640,67658,54401,1331,3,2758,Princeton University,Group_A,1,9
640,67658,54401,1331,3,2758,Massachusetts Institute of Technology,Group_A,1,8.5
640,67658,54401,1331,3,2758,Harvard University,Group_A,1,9
640,67658,54401,1331,3,2758,Howard University,Group_B,1,9
640,67658,54401,1331,3,2758,Tuskegee University,Group_B,1,9
640,67658,54401,1331,3,2758,Florida A&M University,Group_B,1,9
640,67658,54401,1331,3,2758,Texas Christian University,Group_C,1,9
640,67658,54401,1331,3,2758,Auburn University,Group_C,1,9
640,67658,54401,1331,3,2758,Temple University,Group_C,1,9
640,67658,54401,1331,3,2758,Hofstra University,Group_D,1,9.5
640,67658,54401,1331,3,2758,Simmons University,Group_D,1,9
640,67658,54401,1331,3,2758,Adelphi University,Group_D,1,9
581,74938,54046,3048,2,1976,Princeton University,Group_A,1,9.5
581,74938,54046,3048,2,1976,Massachusetts Institute of Technology,Group_A,1,9
581,74938,54046,3048,2,1976,Harvard University,Group_A,1,9.5
581,74938,54046,3048,2,1976,Howard University,Group_B,1,9.5
581,74938,54046,3048,2,1976,Tuskegee University,Group_B,1,9.5
581,74938,54046,3048,2,1976,Florida A&M University,Group_B,1,9.5
581,74938,54046,3048,2,1976,Texas Christian University,Group_C,1,9.5
581,74938,54046,3048,2,1976,Auburn University,Group_C,1,9.5
581,74938,54046,3048,2,1976,Temple University,Group_C,1,9.5
581,74938,54046,3048,2,1976,Hofstra University,Group_D,1,9.5
581,74938,54046,3048,2,1976,Simmons University,Group_D,1,9.5
581,74938,54046,3048,2,1976,Adelphi University,Group_D,1,9.5
664,61681,36717,3180,2,2413,Princeton University,Group_A,1,8.5
664,61681,36717,3180,2,2413,Massachusetts Institute of Technology,Group_A,1,8.5
664,61681,36717,3180,2,2413,Harvard University,Group_A,1,8.5
664,61681,36717,3180,2,2413,Howard University,Group_B,1,8.5
664,61681,36717,3180,2,2413,Tuskegee University,Group_B,1,8.5
664,61681,36717,3180,2,2413,Florida A&M University,Group_B,1,9
664,61681,36717,3180,2,2413,Texas Christian University,Group_C,1,8.5
664,61681,36717,3180,2,2413,Auburn University,Group_C,1,8.5
664,61681,36717,3180,2,2413,Temple University,Group_C,1,8.5
664,61681,36717,3180,2,2413,Hofstra University,Group_D,1,8.5
664,61681,36717,3180,2,2413,Simmons University,Group_D,1,9
664,61681,36717,3180,2,2413,Adelphi University,Group_D,1,9
633,62992,13110,2175,2,1287,Princeton University,Group_A,1,8.5
633,62992,13110,2175,2,1287,Massachusetts Institute of Technology,Group_A,1,9
633,62992,13110,2175,2,1287,Harvard University,Group_A,1,8.5
633,62992,13110,2175,2,1287,Howard University,Group_B,1,9
633,62992,13110,2175,2,1287,Tuskegee University,Group_B,1,9
633,62992,13110,2175,2,1287,Florida A&M University,Group_B,1,9
633,62992,13110,2175,2,1287,Texas Christian University,Group_C,1,9.5
633,62992,13110,2175,2,1287,Auburn University,Group_C,1,9
633,62992,13110,2175,2,1287,Temple University,Group_C,1,9
633,62992,13110,2175,2,1287,Hofstra University,Group_D,1,9.5
633,62992,13110,2175,2,1287,Simmons University,Group_D,1,9.5
633,62992,13110,2175,2,1287,Adelphi University,Group_D,1,9.5
555,69898,15719,2088,1,1421,Princeton University,Group_A,1,9.5
555,69898,15719,2088,1,1421,Massachusetts Institute of Technology,Group_A,1,10
555,69898,15719,2088,1,1421,Harvard University,Group_A,1,9.5
555,69898,15719,2088,1,1421,Howard University,Group_B,1,10.5
555,69898,15719,2088,1,1421,Tuskegee University,Group_B,1,10.5
555,69898,15719,2088,1,1421,Florida A&M University,Group_B,0,0
555,69898,15719,2088,1,1421,Texas Christian University,Group_C,1,10.5
555,69898,15719,2088,1,1421,Auburn University,Group_C,1,10.5
555,69898,15719,2088,1,1421,Temple University,Group_C,0,0
555,69898,15719,2088,1,1421,Hofstra University,Group_D,1,10.5
555,69898,15719,2088,1,1421,Simmons University,Group_D,1,10.5
555,69898,15719,2088,1,1421,Adelphi University,Group_D,1,10.5
587,52393,37028,3658,3,2405,Princeton University,Group_A,1,9.5
587,52393,37028,3658,3,2405,Massachusetts Institute of Technology,Group_A,1,9.5
587,52393,37028,3658,3,2405,Harvard University,Group_A,1,9.5
587,52393,37028,3658,3,2405,Howard University,Group_B,1,9.5
587,52393,37028,3658,3,2405,Tuskegee University,Group_B,1,10.5
587,52393,37028,3658,3,2405,Florida A&M University,Group_B,1,9.5
587,52393,37028,3658,3,2405,Texas Christian University,Group_C,0,0
587,52393,37028,3658,3,2405,Auburn University,Group_C,1,10.5
587,52393,37028,3658,3,2405,Temple University,Group_C,0,0
587,52393,37028,3658,3,2405,Hofstra University,Group_D,0,0
587,52393,37028,3658,3,2405,Simmons University,Group_D,1,9.5
587,52393,37028,3658,3,2405,Adelphi University,Group_D,1,10.5
600,70528,51202,1505,2,2448,Princeton University,Group_A,1,9
600,70528,51202,1505,2,2448,Massachusetts Institute of Technology,Group_A,1,8.5
600,70528,51202,1505,2,2448,Harvard University,Group_A,1,9
600,70528,51202,1505,2,2448,Howard University,Group_B,1,9
600,70528,51202,1505,2,2448,Tuskegee University,Group_B,1,9.5
600,70528,51202,1505,2,2448,Florida A&M University,Group_B,1,9.5
600,70528,51202,1505,2,2448,Texas Christian University,Group_C,1,9
600,70528,51202,1505,2,2448,Auburn University,Group_C,1,9
600,70528,51202,1505,2,2448,Temple University,Group_C,1,9
600,70528,51202,1505,2,2448,Hofstra University,Group_D,1,9
