credit_score,annual_income,total_debt,savings,employment_years,monthly_rent,school_name,school_group,loan_approved,suggested_interest_rate
640,62505,47177,1086,2,2653,Auburn University,Group_C,0,0
640,62505,47177,1086,2,2653,Temple University,Group_C,0,0
640,62505,47177,1086,2,2653,Hofstra University,Group_D,0,0
640,62505,47177,1086,2,2653,Simmons University,Group_D,0,0
640,62505,47177,1086,2,2653,Adelphi University,Group_D,0,0
706,70730,45226,1863,3,2109,Princeton University,Group_A,1,7
706,70730,45226,1863,3,2109,Massachusetts Institute of Technology,Group_A,1,7.5
706,70730,45226,1863,3,2109,Harvard University,Group_A,1,7
706,70730,45226,1863,3,2109,Howard University,Group_B,1,7.5
706,70730,45226,1863,3,2109,Tuskegee University,Group_B,1,7.5
706,70730,45226,1863,3,2109,Florida A&M University,Group_B,1,7.5
706,70730,45226,1863,3,2109,Texas Christian University,Group_C,1,7.5
706,70730,45226,1863,3,2109,Auburn University,Group_C,1,7
706,70730,45226,1863,3,2109,Temple University,Group_C,1,7.5
706,70730,45226,1863,3,2109,Hofstra University,Group_D,1,8
706,70730,45226,1863,3,2109,Simmons University,Group_D,1,7.5
706,70730,45226,1863,3,2109,Adelphi University,Group_D,1,7
708,59297,30730,4431,3,2248,Princeton University,Group_A,1,7.5
708,59297,30730,4431,3,2248,Massachusetts Institute of Technology,Group_A,1,8
708,59297,30730,4431,3,2248,Harvard University,Group_A,1,7.5
708,59297,30730,4431,3,2248,Howard University,Group_B,1,7.5
708,59297,30730,4431,3,2248,Tuskegee University,Group_B,1,7.5
708,59297,30730,4431,3,2248,Florida A&M University,Group_B,1,7.5
708,59297,30730,4431,3,2248,Texas Christian University,Group_C,1,7.5
708,59297,30730,4431,3,2248,Auburn University,Group_C,1,7.5
708,59297,30730,4431,3,2248,Temple University,Group_C,1,7.5
708,59297,30730,4431,3,2248,Hofstra University,Group_D,1,8
708,59297,30730,4431,3,2248,Simmons University,Group_D,1,7.5
708,59297,30730,4431,3,2248,Adelphi University,Group_D,1,7.5
727,62248,23563,1609,3,2351,Princeton University,Group_A,1,7
727,62248,23563,1609,3,2351,Massachusetts Institute of Technology,Group_A,1,7
727,62248,23563,1609,3,2351,Harvard University,Group_A,1,7
727,62248,23563,1609,3,2351,Howard University,Group_B,1,7
727,62248,23563,1609,3,2351,Tuskegee University,Group_B,1,7
727,62248,23563,1609,3,2351,Florida A&M University,Group_B,1,7
727,62248,23563,1609,3,2351,Texas Christian University,Group_C,1,7.5
727,62248,23563,1609,3,2351,Auburn University,Group_C,1,7
727,62248,23563,1609,3,2351,Temple University,Group_C,1,7.5
727,62248,23563,1609,3,2351,Hofstra University,Group_D,1,7.5
727,62248,23563,1609,3,2351,Simmons University,Group_D,1,7
727,62248,23563,1609,3,2351,Adelphi University,Group_D,1,7
604,64778,10653,3278,3,2637,Princeton University,Group_A,0,0
604,64778,10653,3278,3,2637,Massachusetts Institute of Technology,Group_A,1,9.5
604,64778,10653,3278,3,2637,Harvard University,Group_A,0,0
604,64778,10653,3278,3,2637,Howard University,Group_B,0,0
604,64778,10653,3278,3,2637,Tuskegee University,Group_B,0,0
604,64778,10653,3278,3,2637,Florida A&M University,Group_B,0,0
604,64778,10653,3278,3,2637,Texas Christian University,Group_C,0,0
604,64778,10653,3278,3,2637,Auburn University,Group_C,0,0
604,64778,10653,3278,3,2637,Temple University,Group_C,0,0
604,64778,10653,3278,3,2637,Hofstra University,Group_D,0,0
604,64778,10653,3278,3,2637,Simmons University,Group_D,0,0
604,64778,10653,3278,3,2637,Adelphi University,Group_D,0,0
609,57744,29082,1235,1,1135,Princeton University,Group_A,0,0
609,57744,29082,1235,1,1135,Massachusetts Institute of Technology,Group_A,1,9.5
609,57744,29082,1235,1,1135,Harvard University,Group_A,0,0
609,57744,29082,1235,1,1135,Howard University,Group_B,0,0
609,57744,29082,1235,1,1135,Tuskegee University,Group_B,0,0
609,57744,29082,1235,1,1135,Florida A&M University,Group_B,0,0
609,57744,29082,1235,1,1135,Texas Christian University,Group_C,0,0
609,57744,29082,1235,1,1135,Auburn University,Group_C,0,0
609,57744,29082,1235,1,1135,Temple University,Group_C,0,0
609,57744,29082,1235,1,1135,Hofstra University,Group_D,0,0
609,57744,29082,1235,1,1135,Simmons University,Group_D,0,0
609,57744,29082,1235,1,1135,Adelphi University,Group_D,0,0
669,59067,13855,2170,1,3063,Princeton University,Group_A,1,8.5
669,59067,13855,2170,1,3063,Massachusetts Institute of Technology,Group_A,1,8.5
669,59067,13855,2170,1,3063,Harvard University,Group_A,1,8.5
669,59067,13855,2170,1,3063,Howard University,Group_B,1,8.5
669,59067,13855,2170,1,3063,Tuskegee University,Group_B,0,0
669,59067,13855,2170,1,3063,Florida A&M University,Group_B,0,0
669,59067,13855,2170,1,3063,Texas Christian University,Group_C,0,0
669,59067,13855,2170,1,3063,Auburn University,Group_C,1,8.5
669,59067,13855,2170,1,3063,Temple University,Group_C,1,8.5
669,59067,13855,2170,1,3063,Hofstra University,Group_D,0,0
669,59067,13855,2170,1,3063,Simmons University,Group_D,0,0
669,59067,13855,2170,1,3063,Adelphi University,Group_D,0,0
737,64012,29010,1738,3,2762,Princeton University,Group_A,1,7
737,64012,29010,1738,3,2762,Massachusetts Institute of Technology,Group_A,1,7
737,64012,29010,1738,3,2762,Harvard University,Group_A,1,7
737,64012,29010,1738,3,2762,Howard University,Group_B,1,7
737,64012,29010,1738,3,2762,Tuskegee University,Group_B,1,7
737,64012,29010,1738,3,2762,Florida A&M University,Group_B,1,7
737,64012,29010,1738,3,2762,Texas Christian University,Group_C,1,7
737,64012,29010,1738,3,2762,Auburn University,Group_C,1,7
737,64012,29010,1738,3,2762,Temple University,Group_C,1,7
737,64012,29010,1738,3,2762,Hofstra University,Group_D,1,7.5
737,64012,29010,1738,3,2762,Simmons University,Group_D,1,7
737,64012,29010,1738,3,2762,Adelphi University,Group_D,1,7
735,68214,21031,3915,1,2853,Princeton University,Group_A,1,7
735,68214,21031,3915,1,2853,Massachusetts Institute of Technology,Group_A,1,7
735,68214,21031,3915,1,2853,Harvard University,Group_A,1,7
735,68214,21031,3915,1,2853,Howard University,Group_B,1,7
735,68214,21031,3915,1,2853,Tuskegee University,Group_B,1,7
735,68214,21031,3915,1,2853,Florida A&M University,Group_B,1,7
735,68214,21031,3915,1,2853,Texas Christian University,Group_C,1,7
735,68214,21031,3915,1,2853,Auburn University,Group_C,1,7
735,68214,21031,3915,1,2853,Temple University,Group_C,1,7
735,68214,21031,3915,1,2853,Hofstra University,Group_D,1,7
735,68214,21031,3915,1,2853,Simmons University,Group_D,1,7
735,68214,21031,3915,1,2853,Adelphi University,Group_D,1,7
621,56638,37782,4139,3,2605,Princeton University,Group_A,0,0
621,56638,37782,4139,3,2605,Massachusetts Institute of Technology,Group_A,1,9.5
621,56638,37782,4139,3,2605,Harvard University,Group_A,1,9.5
621,56638,37782,4139,3,2605,Howard University,Group_B,0,0
621,56638,37782,4139,3,2605,Tuskegee University,Group_B,0,0
621,56638,37782,4139,3,2605,Florida A&M University,Group_B,0,0
621,56638,37782,4139,3,2605,Texas Christian University,Group_C,0,0
621,56638,37782,4139,3,2605,Auburn University,Group_C,0,0
621,56638,37782,4139,3,2605,Temple University,Group_C,0,0
621,56638,37782,4139,3,2605,Hofstra University,Group_D,0,0
621,56638,37782,4139,3,2605,Simmons University,Group_D,0,0
621,56638,37782,4139,3,2605,Adelphi University,Group_D,0,0
601,72177,17161,3861,2,2319,Princeton University,Group_A,1,7.5
601,72177,17161,3861,2,2319,Massachusetts Institute of Technology,Group_A,1,8.5
601,72177,17161,3861,2,2319,Harvard University,Group_A,1,8.5
601,72177,17161,3861,2,2319,Howard University,Group_B,1,8.5
601,72177,17161,3861,2,2319,Tuskegee University,Group_B,0,0
601,72177,17161,3861,2,2319,Florida A&M University,Group_B,1,8.5
601,72177,17161,3861,2,2319,Texas Christian University,Group_C,1,8.5
601,72177,17161,3861,2,2319,Auburn University,Group_C,1,8.5
601,72177,17161,3861,2,2319,Temple University,Group_C,1,8.5
601,72177,17161,3861,2,2319,Hofstra University,Group_D,1,8.5
601,72177,17161,3861,2,2319,Simmons University,Group_D,1,8.5
601,72177,17161,3861,2,2319,Adelphi University,Group_D,1,8.5
711,74811,23471,5000,3,3408,Princeton University,Group_A,1,7
711,74811,23471,5000,3,3408,Massachusetts Institute of Technology,Group_A,1,7
711,74811,23471,5000,3,3408,Harvard University,Group_A,1,7
711,74811,23471,5000,3,3408,Howard University,Group_B,1,7
711,74811,23471,5000,3,3408,Tuskegee University,Group_B,1,7
711,74811,23471,5000,3,3408,Florida A&M University,Group_B,1,7
711,74811,23471,5000,3,3408,Texas Christian University,Group_C,1,7
711,74811,23471,5000,3,3408,Auburn University,Group_C,1,7
711,74811,23471,5000,3,3408,Temple University,Group_C,1,7
711,74811,23471,5000,3,3408,Hofstra University,Group_D,1,7.5
711,74811,23471,5000,3,3408,Simmons University,Group_D,1,7.5
711,74811,23471,5000,3,3408,Adelphi University,Group_D,1,7
696,62441,44055,4060,3,2680,Princeton University,Group_A,1,7.5
696,62441,44055,4060,3,2680,Massachusetts Institute of Technology,Group_A,1,8.5
696,62441,44055,4060,3,2680,Harvard University,Group_A,1,7.5
696,62441,44055,4060,3,2680,Howard University,Group_B,1,8.5
696,62441,44055,4060,3,2680,Tuskegee University,Group_B,1,8.5
696,62441,44055,4060,3,2680,Florida A&M University,Group_B,1,8.5
696,62441,44055,4060,3,2680,Texas Christian University,Group_C,1,8.5
696,62441,44055,4060,3,2680,Auburn University,Group_C,1,8.5
696,62441,44055,4060,3,2680,Temple University,Group_C,1,8
696,62441,44055,4060,3,2680,Hofstra University,Group_D,1,8.5
696,62441,44055,4060,3,2680,Simmons University,Group_D,1,8
696,62441,44055,4060,3,2680,Adelphi University,Group_D,1,8.5
691,71053,46041,4932,1,1322,Princeton University,Group_A,1,7.5
691,71053,46041,4932,1,1322,Massachusetts Institute of Technology,Group_A,1,7.5
691,71053,46041,4932,1,1322,Harvard University,Group_A,1,7
691,71053,46041,4932,1,1322,Howard University,Group_B,1,7.5
691,71053,46041,4932,1,1322,Tuskegee University,Group_B,1,7.5
691,71053,46041,4932,1,1322,Florida A&M University,Group_B,1,7.5
691,71053,46041,4932,1,1322,Texas Christian University,Group_C,1,8.5
691,71053,46041,4932,1,1322,Auburn University,Group_C,1,7.5
691,71053,46041,4932,1,1322,Temple University,Group_C,1,7.5
691,71053,46041,4932,1,1322,Hofstra University,Group_D,1,8.5
691,71053,46041,4932,1,1322,Simmons University,Group_D,1,7.5
691,71053,46041,4932,1,1322,Adelphi University,Group_D,1,7.5
666,45736,16726,1012,3,1154,Princeton University,Group_A,0,0
666,45736,16726,1012,3,1154,Massachusetts Institute of Technology,Group_A,0,0
666,45736,16726,1012,3,1154,Harvard University,Group_A,0,0
666,45736,16726,1012,3,1154,Howard University,Group_B,0,0
666,45736,16726,1012,3,1154,Tuskegee University,Group_B,0,0
666,45736,16726,1012,3,1154,Florida A&M University,Group_B,0,0
666,45736,16726,1012,3,1154,Texas Christian University,Group_C,0,0
666,45736,16726,1012,3,1154,Auburn University,Group_C,0,0
666,45736,16726,1012,3,1154,Temple University,Group_C,0,0
666,45736,16726,1012,3,1154,Hofstra University,Group_D,0,0
666,45736,16726,1012,3,1154,Simmons University,Group_D,0,0
666,45736,16726,1012,3,1154,Adelphi University,Group_D,0,0
612,73288,15364,3859,1,1467,Princeton University,Group_A,1,8.5
612,73288,15364,3859,1,1467,Massachusetts Institute of Technology,Group_A,1,9
612,73288,15364,3859,1,1467,Harvard University,Group_A,1,8
612,73288,15364,3859,1,1467,Howard University,Group_B,1,9
612,73288,15364,3859,1,1467,Tuskegee University,Group_B,0,0
612,73288,15364,3859,1,1467,Florida A&M University,Group_B,0,0
612,73288,15364,3859,1,1467,Texas Christian University,Group_C,1,8.5
612,73288,15364,3859,1,1467,Auburn University,Group_C,1,8.5
612,73288,15364,3859,1,1467,Temple University,Group_C,1,9.5
612,73288,15364,3859,1,1467,Hofstra University,Group_D,1,9
612,73288,15364,3859,1,1467,Simmons University,Group_D,1,8.5
612,73288,15364,3859,1,1467,Adelphi University,Group_D,1,8.5
750,60231,18904,2135,3,2214,Princeton University,Group_A,1,6.5
750,60231,18904,2135,3,2214,Massachusetts Institute of Technology,Group_A,1,6.5
750,60231,18904,2135,3,2214,Harvard University,Group_A,1,6.5
750,60231,18904,2135,3,2214,Howard University,Group_B,1,7
750,60231,18904,2135,3,2214,Tuskegee University,Group_B,1,7
750,60231,18904,2135,3,2214,Florida A&M University,Group_B,1,7
750,60231,18904,2135,3,2214,Texas Christian University,Group_C,1,7
750,60231,18904,2135,3,2214,Auburn University,Group_C,1,7
750,60231,18904,2135,3,2214,Temple University,Group_C,1,7
750,60231,18904,2135,3,2214,Hofstra University,Group_D,1,7
750,60231,18904,2135,3,2214,Simmons University,Group_D,1,7
750,60231,18904,2135,3,2214,Adelphi University,Group_D,1,6.5
600,51335,36368,4592,3,1848,Princeton University,Group_A,0,0
600,51335,36368,4592,3,1848,Massachusetts Institute of Technology,Group_A,0,0
600,51335,36368,4592,3,1848,Harvard University,Group_A,0,0
600,51335,36368,4592,3,1848,Howard University,Group_B,0,0
600,51335,36368,4592,3,1848,Tuskegee University,Group_B,0,0
600,51335,36368,4592,3,1848,Florida A&M University,Group_B,0,0
600,51335,36368,4592,3,1848,Texas Christian University,Group_C,0,0
600,51335,36368,4592,3,1848,Auburn University,Group_C,0,0
600,51335,36368,4592,3,1848,Temple University,Group_C,0,0
600,51335,36368,4592,3,1848,Hofstra University,Group_D,0,0
600,51335,36368,4592,3,1848,Simmons University,Group_D,0,0
600,51335,36368,4592,3,1848,Adelphi University,Group_D,0,0
694,73247,38684,4208,3,2902,Princeton University,Group_A,1,7.5
694,73247,38684,4208,3,2902,Massachusetts Institute of Technology,Group_A,1,8.5
694,73247,38684,4208,3,2902,Harvard University,Group_A,1,7.5
694,73247,38684,4208,3,2902,Howard University,Group_B,1,8.5
694,73247,38684,4208,3,2902,Tuskegee University,Group_B,1,8
694,73247,38684,4208,3,2902,Florida A&M University,Group_B,1,8
694,73247,38684,4208,3,2902,Texas Christian University,Group_C,1,8.5
694,73247,38684,4208,3,2902,Auburn University,Group_C,1,7.5
694,73247,38684,4208,3,2902,Temple University,Group_C,1,8.5
694,73247,38684,4208,3,2902,Hofstra University,Group_D,1,8.5
694,73247,38684,4208,3,2902,Simmons University,Group_D,1,8
694,73247,38684,4208,3,2902,Adelphi University,Group_D,1,8.5
701,74434,48250,1547,3,1628,Princeton University,Group_A,1,7.5
701,74434,48250,1547,3,1628,Massachusetts Institute of Technology,Group_A,1,7.5
701,74434,48250,1547,3,1628,Harvard University,Group_A,1,7.5
701,74434,48250,1547,3,1628,Howard University,Group_B,1,7.5
701,74434,48250,1547,3,1628,Tuskegee University,Group_B,1,7.5
701,74434,48250,1547,3,1628,Florida A&M University,Group_B,1,7.5
701,74434,48250,1547,3,1628,Texas Christian University,Group_C,1,7.5
701,74434,48250,1547,3,1628,Auburn University,Group_C,1,7.5
701,74434,48250,1547,3,1628,Temple University,Group_C,1,7.5
701,74434,48250,1547,3,1628,Hofstra University,Group_D,1,8
701,74434,48250,1547,3,1628,Simmons University,Group_D,1,7.5
701,74434,48250,1547,3,1628,Adelphi University,Group_D,1,7.5
670,66158,49423,1150,3,3097,Princeton University,Group_A,1,8.5
670,66158,49423,1150,3,3097,Massachusetts Institute of Technology,Group_A,1,8.5
670,66158,49423,1150,3,3097,Harvard University,Group_A,1,8.5
670,66158,49423,1150,3,3097,Howard University,Group_B,0,0
670,66158,49423,1150,3,3097,Tuskegee University,Group_B,0,0
670,66158,49423,1150,3,3097,Florida A&M University,Group_B,0,0
670,66158,49423,1150,3,3097,Texas Christian University,Group_C,0,0
670,66158,49423,1150,3,3097,Auburn University,Group_C,1,8.5
670,66158,49423,1150,3,3097,Temple University,Group_C,1,8.5
670,66158,49423,1150,3,3097,Hofstra University,Group_D,0,0
670,66158,49423,1150,3,3097,Simmons University,Group_D,0,0
670,66158,49423,1150,3,3097,Adelphi University,Group_D,0,0
700,67104,14621,4729,1,2814,Princeton University,Group_A,1,7
700,67104,14621,4729,1,2814,Massachusetts Institute of Technology,Group_A,1,7
700,67104,14621,4729,1,2814,Harvard University,Group_A,1,7
700,67104,14621,4729,1,2814,Howard University,Group_B,1,7
700,67104,14621,4729,1,2814,Tuskegee University,Group_B,1,7.5
700,67104,14621,4729,1,2814,Florida A&M University,Group_B,1,7
700,67104,14621,4729,1,2814,Texas Christian University,Group_C,1,7
700,67104,14621,4729,1,2814,Auburn University,Group_C,1,7
700,67104,14621,4729,1,2814,Temple University,Group_C,1,7
700,67104,14621,4729,1,2814,Hofstra University,Group_D,1,7.5
700,67104,14621,4729,1,2814,Simmons University,Group_D,1,7
700,67104,14621,4729,1,2814,Adelphi University,Group_D,1,7
667,61765,47510,4780,1,3465,Princeton University,Group_A,1,8.5
667,61765,47510,4780,1,3465,Massachusetts Institute of Technology,Group_A,1,8.5
667,61765,47510,4780,1,3465,Harvard University,Group_A,1,8.5
667,61765,47510,4780,1,3465,Howard University,Group_B,1,8.5
667,61765,47510,4780,1,3465,Tuskegee University,Group_B,0,0
667,61765,47510,4780,1,3465,Florida A&M University,Group_B,0,0
667,61765,47510,4780,1,3465,Texas Christian University,Group_C,1,8.5
667,61765,47510,4780,1,3465,Auburn University,Group_C,1,8.5
667,61765,47510,4780,1,3465,Temple University,Group_C,1,8.5
667,61765,47510,4780,1,3465,Hofstra University,Group_D,0,0
667,61765,47510,4780,1,3465,Simmons University,Group_D,1,8.5
667,61765,47510,4780,1,3465,Adelphi University,Group_D,1,8.5
637,62277,16981,4694,3,1187,Princeton University,Group_A,1,8.5
637,62277,16981,4694,3,1187,Massachusetts Institute of Technology,Group_A,1,8.5
637,62277,16981,4694,3,1187,Harvard University,Group_A,1,8.5
637,62277,16981,4694,3,1187,Howard University,Group_B,1,8.5
637,62277,16981,4694,3,1187,Tuskegee University,Group_B,0,0
637,62277,16981,4694,3,1187,Florida A&M University,Group_B,0,0
637,62277,16981,4694,3,1187,Texas Christian University,Group_C,1,8.5
637,62277,16981,4694,3,1187,Auburn University,Group_C,1,8.5
637,62277,16981,4694,3,1187,Temple University,Group_C,1,8.5
637,62277,16981,4694,3,1187,Hofstra University,Group_D,1,8.5
637,62277,16981,4694,3,1187,Simmons University,Group_D,1,8.5
637,62277,16981,4694,3,1187,Adelphi University,Group_D,0,0
626,55070,26694,1223,2,1140,Princeton University,Group_A,1,8.5
626,55070,26694,1223,2,1140,Massachusetts Institute of Technology,Group_A,1,8.5
626,55070,26694,1223,2,1140,Harvard University,Group_A,1,8.5
626,55070,26694,1223,2,1140,Howard University,Group_B,1,8.5
626,55070,26694,1223,2,1140,Tuskegee University,Group_B,0,0
626,55070,26694,1223,2,1140,Florida A&M University,Group_B,0,0
626,55070,26694,1223,2,1140,Texas Christian University,Group_C,0,0
626,55070,26694,1223,2,1140,Auburn University,Group_C,1,9.5
626,55070,26694,1223,2,1140,Temple University,Group_C,1,8.5
626,55070,26694,1223,2,1140,Hofstra University,Group_D,0,0
626,55070,26694,1223,2,1140,Simmons University,Group_D,0,0
626,55070,26694,1223,2,1140,Adelphi University,Group_D,0,0
600,55470,57920,2095,1,2135,Princeton University,Group_A,0,0
600,55470,57920,2095,1,2135,Massachusetts Institute of Technology,Group_A,0,0
600,55470,57920,2095,1,2135,Harvard University,Group_A,0,0
600,55470,57920,2095,1,2135,Howard University,Group_B,0,0
600,55470,57920,2095,1,2135,Tuskegee University,Group_B,0,0
600,55470,57920,2095,1,2135,Florida A&M University,Group_B,0,0
600,55470,57920,2095,1,2135,Texas Christian University,Group_C,0,0
600,55470,57920,2095,1,2135,Auburn University,Group_C,0,0
600,55470,57920,2095,1,2135,Temple University,Group_C,0,0
600,55470,57920,2095,1,2135,Hofstra University,Group_D,0,0
600,55470,57920,2095,1,2135,Simmons University,Group_D,0,0
600,55470,57920,2095,1,2135,Adelphi University,Group_D,0,0
627,69532,16591,1804,2,1435,Princeton University,Group_A,1,9.5
627,69532,16591,1804,2,1435,Massachusetts Institute of Technology,Group_A,1,9.5
627,69532,16591,1804,2,1435,Harvard University,Group_A,1,8.5
627,69532,16591,1804,2,1435,Howard University,Group_B,0,0
627,69532,16591,1804,2,1435,Tuskegee University,Group_B,0,0
627,69532,16591,1804,2,1435,Florida A&M University,Group_B,0,0
627,69532,16591,1804,2,1435,Texas Christian University,Group_C,1,9.5
627,69532,16591,1804,2,1435,Auburn University,Group_C,1,8.5
627,69532,16591,1804,2,1435,Temple University,Group_C,1,9.5
627,69532,16591,1804,2,1435,Hofstra University,Group_D,0,0
627,69532,16591,1804,2,1435,Simmons University,Group_D,0,0
627,69532,16591,1804,2,1435,Adelphi University,Group_D,0,0
641,52953,17269,2377,2,1633,Princeton University,Group_A,1,8.5
641,52953,17269,2377,2,1633,Massachusetts Institute of Technology,Group_A,1,8.5
641,52953,17269,2377,2,1633,Harvard University,Group_A,1,9.5
641,52953,17269,2377,2,1633,Howard University,Group_B,1,8.5
641,52953,17269,2377,2,1633,Tuskegee University,Group_B,0,0
641,52953,17269,2377,2,1633,Florida A&M University,Group_B,1,8.5
641,52953,17269,2377,2,1633,Texas Christian University,Group_C,1,8.5
641,52953,17269,2377,2,1633,Auburn University,Group_C,1,8.5
641,52953,17269,2377,2,1633,Temple University,Group_C,1,8.5
641,52953,17269,2377,2,1633,Hofstra University,Group_D,1,9
641,52953,17269,2377,2,1633,Simmons University,Group_D,1,8.5
641,52953,17269,2377,2,1633,Adelphi University,Group_D,0,0
635,52484,10278,1035,3,1280,Princeton University,Group_A,0,0
